counter,gyro_unscaled_p,gyro_unscaled_q,gyro_unscaled_r,accel_unscaled_x,accel_unscaled_y,accel_unscaled_z,mag_unscaled_x,mag_unscaled_y,mag_unscaled_z,COMMAND_THRUST,COMMAND_ROLL,COMMAND_PITCH,COMMAND_YAW,qi,qx,qy,qz
8986,792,316,4839,62,65,-66,-3.058693,0.175026,1.144692,-1.208564,-0.772894,-1.579850,8.894231,0.125353,8.296442,-7.245409,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8.894231,0.125353,5.226562,5.738281,-0.309999,0.789999,8.296442,-7.245409,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,15.180748,-1.220476,0.263185,0.536673,0.037567,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8987,656,496,3999,84,2,29,-3.058817,0.175026,1.144661,-1.208564,-0.772894,-1.579850,8.910449,0.111191,8.303940,-7.250916,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8.910449,0.111191,5.226562,5.738281,-0.309999,0.789999,8.303940,-7.250916,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,15.303975,-1.218776,0.261767,0.536237,0.037537,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8988,759,342,4764,55,69,-63,-3.058817,0.175026,1.144661,-1.208564,-0.772894,-1.579850,8.926682,0.097018,8.311430,-7.256417,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8.926682,0.097018,5.226562,5.738281,-0.309999,0.789999,8.311430,-7.256417,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,15.428248,-1.217079,0.260356,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8989,680,501,4081,134,-50,38,-3.058817,0.175026,1.144661,-1.208564,-0.772894,-1.579850,8.942930,0.082835,8.318913,-7.261912,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8.942930,0.082835,5.226562,5.738281,-0.309999,0.789999,8.318913,-7.261912,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,15.553560,-1.215383,0.258952,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8990,753,273,4615,63,86,-58,-3.058817,0.175026,1.144661,-1.208564,-0.772894,-1.579850,8.959192,0.068641,8.326389,-7.267403,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8.959192,0.068641,5.226562,5.738281,-0.309999,0.789999,8.326389,-7.267403,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,15.679914,-1.213690,0.257556,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8991,691,589,4244,139,-57,29,-3.058817,0.175026,1.144661,-1.208564,-0.772894,-1.579850,8.975470,0.054436,8.333858,-7.272888,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8.975470,0.054436,5.226562,5.738281,-0.309999,0.789999,8.333858,-7.272888,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,15.807322,-1.211998,0.256168,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8992,484,416,3945,24,68,-17,-3.058817,0.175026,1.144661,-1.208564,-0.772894,-1.579850,8.991761,0.040220,8.341319,-7.278368,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,8.991761,0.040220,5.226562,5.738281,-0.309999,0.789999,8.341319,-7.278368,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,15.935775,-1.210309,0.254787,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8993,931,353,4931,173,-27,-14,-3.058817,0.175026,1.144661,-1.208564,-0.772894,-1.579850,9.008067,0.025994,8.348773,-7.283842,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.008067,0.025994,5.226562,5.738281,-0.309999,0.789999,8.348773,-7.283842,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,16.065277,-1.208621,0.253414,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8994,475,560,3908,2,52,-5,-3.058884,0.174964,1.144661,-1.208564,-0.772894,-1.579850,9.024388,0.011757,8.356219,-7.289310,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.024388,0.011757,5.226562,5.738281,-0.309999,0.789999,8.356219,-7.289310,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,16.195839,-1.206936,0.252048,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8995,935,180,4876,178,-15,-29,-3.058884,0.174964,1.144661,-1.208564,-0.772894,-1.579850,9.040724,-0.002490,8.363659,-7.294773,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.040724,-0.002490,5.226562,5.738281,-0.309999,0.789999,8.363659,-7.294773,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,16.327454,-1.205252,0.250689,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8996,533,674,3962,5,37,10,-3.058884,0.174964,1.144661,-1.208564,-0.772894,-1.579850,9.057074,-0.016749,8.371092,-7.300230,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.057074,-0.016749,5.226562,5.738281,-0.309999,0.789999,8.371092,-7.300230,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,16.460127,-1.203571,0.249337,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8997,842,119,4875,157,5,-38,-3.058884,0.174964,1.144661,-1.208564,-0.772894,-1.579850,9.073438,-0.031018,8.378517,-7.305681,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.073438,-0.031018,5.226562,5.738281,-0.309999,0.789999,8.378517,-7.305681,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,16.593857,-1.201891,0.247993,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8998,627,682,4002,49,21,19,-3.058884,0.174964,1.144661,-1.208564,-0.772894,-1.579850,9.089816,-0.045297,8.385936,-7.311127,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.089816,-0.045297,5.226562,5.738281,-0.309999,0.789999,8.385936,-7.311127,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,16.728647,-1.200213,0.246656,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
8999,753,188,4780,115,24,-50,-3.058884,0.174964,1.144661,-1.208564,-0.772894,-1.579850,9.106210,-0.059587,8.393347,-7.316568,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.106210,-0.059587,5.226562,5.738281,-0.309999,0.789999,8.393347,-7.316568,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,16.864510,-1.198538,0.245327,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
9000,696,580,4067,95,-2,31,-3.058884,0.174964,1.144636,-1.208564,-0.772894,-1.579850,9.122618,-0.073888,8.400750,-7.322003,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.122618,-0.073888,5.226562,5.738281,-0.309999,0.789999,8.400750,-7.322003,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,17.001436,-1.196864,0.244004,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
9001,686,301,4697,80,42,-63,-3.058884,0.174964,1.144636,-1.208564,-0.772894,-1.579850,9.139040,-0.088199,8.408146,-7.327434,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.139040,-0.088199,5.226562,5.738281,-0.309999,0.789999,8.408146,-7.327434,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,17.139433,-1.195192,0.242688,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
9002,758,477,4140,115,-25,40,-3.058884,0.174964,1.144636,-1.208564,-0.772894,-1.579850,9.155477,-0.102521,8.415535,-7.332860,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.155477,-0.102521,5.226562,5.738281,-0.309999,0.789999,8.415535,-7.332860,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,17.278498,-1.193522,0.241380,0.535801,0.037506,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
9003,672,341,4579,73,57,-65,-3.058945,0.174902,1.144636,-1.208564,-0.772894,-1.579850,9.171927,-0.116854,8.422916,-7.338280,0.000000,5.761546,3.784253,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,9.171927,-0.116854,5.226562,5.738281,-0.309999,0.789999,8.422916,-7.338280,2,0.000000,0.000000,0.000000,0.000000,78894,-17.222469,15.933403,0.000000,0.000000,-0.500000,-0.607891,0.000000,6.000000,0.117188,3.119168,5.000000,0.000000,17.418633,-1.191855,0.240079,0.535366,0.037476,4.188790,0.000000,0.000000,-1.500000,-0.808594,4.829994,1
