0,51.519531,-0.628713,-2.421360,0.301198,-1.096765,0.341347,-1.186888,95380
1,51.490234,-0.614525,-2.412105,0.345513,-1.088047,0.337166,-1.179637,95345
2,51.464844,-0.602120,-2.403971,0.299354,-1.119642,0.333649,-1.173240,95314
3,51.437500,-0.588643,-2.395172,0.340714,-1.105038,0.329980,-1.166310,95279
4,51.410156,-0.575019,-2.386362,0.352227,-1.102978,0.326459,-1.159370,95246
5,51.384766,-0.562228,-2.378160,0.315977,-1.114765,0.323329,-1.152904,95214
6,51.363281,-0.551282,-2.371187,0.319076,-1.113081,0.320804,-1.147401,95185
7,51.332031,-0.535161,-2.360962,0.347399,-1.136467,0.317330,-1.139313,95146
8,51.306641,-0.521893,-2.352540,0.343200,-1.150018,0.314677,-1.132627,95113
9,51.275391,-0.505335,-2.341915,0.191694,-1.169779,0.311640,-1.124139,95074
10,51.251953,-0.492742,-2.333637,0.360914,-1.142357,0.309536,-1.117463,95045
11,51.224609,-0.477836,-2.323468,0.298761,-1.196374,0.307296,-1.109164,95011
12,51.164062,-0.443929,-2.297642,0.220172,-1.239427,0.303237,-1.087479,94945
13,51.103516,-0.408340,-2.264594,0.317525,-1.178359,0.300861,-1.058571,94879
14,51.044922,-0.371832,-2.224241,0.266260,-1.168178,0.300629,-1.022225,94812
15,51.019531,-0.355353,-2.204169,0.134562,-1.177338,0.301186,-1.003889,94779
16,50.994141,-0.338477,-2.182549,0.282101,-1.104734,0.302142,-0.984006,94746
17,50.964844,-0.318556,-2.155729,0.249886,-1.068018,0.303692,-0.959190,94710
18,50.939453,-0.300978,-2.130939,0.329366,-1.007904,0.305349,-0.936135,94680
19,50.917969,-0.285914,-2.108915,0.322822,-0.956620,0.306941,-0.915581,94652
20,50.908203,-0.279011,-2.098607,0.365435,-0.906007,0.307721,-0.905941,94637
21,50.857422,-0.242534,-2.042507,0.364280,-0.872043,0.312357,-0.853313,94580
22,50.763672,-0.172695,-1.931213,0.248226,-0.753613,0.323410,-0.748430,94480
23,50.738281,-0.153239,-1.899941,0.295362,-0.706473,0.326945,-0.718895,94449
24,50.707031,-0.129006,-1.861304,0.278526,-0.629213,0.331582,-0.682395,94412
25,50.683594,-0.110620,-1.832547,0.333002,-0.586939,0.335273,-0.655241,94383
26,50.658203,-0.090516,-1.802001,0.417975,-0.553996,0.339456,-0.626430,94350
27,50.628906,-0.067113,-1.768074,0.319117,-0.512786,0.344488,-0.594507,94312
28,50.603516,-0.046673,-1.740165,0.433758,-0.480718,0.349007,-0.568335,94281
29,50.583984,-0.030857,-1.719715,0.422218,-0.456438,0.352576,-0.549220,94256
-1,0.000000,0.000000,-0.627043,-0.970061,-0.068384,-1.234471,0.000000,94256
