0,61.748047,1.151248,-0.744814,0.827672,-0.709806,0.734022,-0.739194,7513
1,61.718750,1.157571,-0.742239,0.684730,-0.749994,0.728330,-0.753670,7479
2,61.707031,1.159905,-0.741211,0.752061,-0.752285,0.725858,-0.759462,7461
3,61.689453,1.163152,-0.739641,0.738580,-0.794118,0.721896,-0.768122,7436
4,61.605469,1.172965,-0.730917,0.614404,-0.836416,0.697265,-0.808275,7340
5,61.552734,1.173779,-0.723870,0.609257,-0.869948,0.676451,-0.831919,7281
6,61.525391,1.172631,-0.719690,0.578915,-0.884451,0.664089,-0.843652,7248
7,61.496094,1.170292,-0.714853,0.598262,-0.876709,0.649734,-0.855866,7213
8,61.466797,1.166934,-0.709697,0.643157,-0.871040,0.634362,-0.867759,7178
9,61.439453,1.163080,-0.704660,0.578492,-0.878144,0.619293,-0.878636,7145
10,61.414062,1.159076,-0.699846,0.654299,-0.872789,0.604876,-0.888599,7111
11,61.394531,1.155821,-0.696092,0.625582,-0.874066,0.593611,-0.896211,7084
12,61.365234,1.150794,-0.690448,0.577046,-0.893588,0.576569,-0.907618,7047
13,61.337891,1.146042,-0.685205,0.567269,-0.905460,0.560603,-0.918288,7012
14,61.316406,1.142267,-0.681113,0.508240,-0.938588,0.548016,-0.926700,6981
15,61.292969,1.138081,-0.676675,0.489717,-0.945202,0.534218,-0.935901,6947
16,61.269531,1.133809,-0.672244,0.547120,-0.940274,0.520334,-0.945111,6916
17,61.240234,1.128362,-0.666705,0.516778,-0.935803,0.502872,-0.956622,6879
18,61.214844,1.123558,-0.661870,0.482682,-0.948304,0.487654,-0.966564,6846
19,61.189453,1.118677,-0.656964,0.379375,-0.988637,0.472360,-0.976435,6812
20,61.164062,1.113710,-0.651914,0.430108,-0.975103,0.456980,-0.986162,6777
21,61.136719,1.108288,-0.646180,0.474321,-1.010642,0.440343,-0.996341,6746
22,61.107422,1.102485,-0.639496,0.288139,-1.049630,0.422526,-1.006707,6711
23,61.083984,1.097923,-0.633547,0.322514,-1.055136,0.408351,-1.014399,6683
24,61.050781,1.091679,-0.623797,0.400578,-1.024100,0.388490,-1.023973,6646
25,61.023438,1.086852,-0.614248,0.287882,-1.064280,0.372449,-1.030337,6615
26,60.992188,1.081845,-0.601260,0.384235,-1.056043,0.354625,-1.035535,6580
27,60.964844,1.077952,-0.587863,0.342520,-1.029965,0.339518,-1.038052,6546
28,60.939453,1.074781,-0.573614,0.347009,-0.990089,0.325934,-1.038580,6513
29,60.914062,1.072111,-0.557558,0.312287,-0.959661,0.312851,-1.037301,6481
-1,0.000000,0.000000,-0.410121,0.417226,-0.581980,-0.005620,0.000000,6481
